,wins,kills,kdRatio,killstreak,level,losses,prestige,hits,timePlayed,headshots,averageTime,gamesPlayed,assists,misses,xp,scorePerMinute,shots,deaths,xpGroup
1,0,0,0.0,0,1,0,110,0,7,0,7.0,0,0,0,700,0.0,0,16,1
2,0,66,1.03125,0,9,0,110,0,32,16,32.0,0,1,0,48300,0.0,0,64,2
3,3,2,0.4,0,1,0,0,0,3,0,3.0,0,0,0,1150,0.0,0,5,1
4,0,2,0.2,0,1,0,110,0,5,1,5.0,0,0,0,1000,0.0,0,10,1
5,684,27011,1.06674302,18,177,10,110,98332,1366,5113,2.323129252,588,6063,305319,3932335,255.6720351,403651,25321,3
6,4,162,0.6328125,4,6,2,0,568,8,35,2.0,4,68,4836,24485,265.5,5404,256,1
7,186,1898,0.569627851,13,37,7,2,5111,550,485,3.666666667,150,488,39978,458269,180.3796364,45089,3332,3
8,26,349,0.444020356,7,12,4,0,996,44,40,2.933333333,15,138,4844,72765,253.6772727,5840,786,2
10,0,26,0.337662338,0,6,0,110,0,37,3,37.0,0,4,0,25108,0.0,0,77,1
11,188,1949,1.495778972,22,53,4,57,3333,409,536,16.36,25,150,10511,909543,38.63031785,13844,1303,3
12,0,0,0.0,0,1,0,0,0,1,0,1.0,0,0,0,200,0.0,0,1,1
13,15,132,0.631578947,7,5,4,0,549,21,25,3.5,6,31,3153,18430,199.7428571,3702,209,1
14,207,3452,0.697796644,10,40,9,110,16134,378,535,2.930232558,129,811,104881,530615,266.0142857,121015,4947,3
15,106,3284,0.946125036,17,41,11,12,11772,255,501,1.9921875,128,532,49715,543830,278.6447059,61487,3471,3
16,190,3033,1.00999001,13,37,8,110,9846,421,489,2.520958084,167,583,42460,458078,152.7306413,52306,3003,3
17,605,7764,0.85328058,14,63,8,111,32602,1153,1549,2.638443936,437,1106,125227,1050069,281.4359063,157829,9099,3
19,35,900,0.939457203,12,19,5,6,3078,71,197,2.290322581,31,149,10257,149095,300.0169014,13335,958,2
20,51,603,0.694700461,11,12,5,0,2483,92,102,2.628571429,35,94,9874,66675,197.3217391,12357,868,2
21,0,49,0.510416667,0,8,0,110,0,31,7,31.0,0,38,0,38501,0.0,0,96,2
22,42,1233,0.939786585,9,24,7,39,2711,78,296,2.4375,32,197,7274,211625,306.6769231,9985,1312,2
23,0,1,0.333333333,0,2,0,0,0,2,0,2.0,0,0,0,3975,0.0,0,3,1
24,59,1041,0.714972527,8,20,5,0,4335,99,169,2.911764706,34,281,18216,158915,250.2909091,22551,1456,2
25,81,2041,1.145985401,14,29,9,21,7265,169,324,2.011904762,84,481,28320,301903,266.3857988,35585,1781,2
26,0,4,0.210526316,0,1,0,0,0,8,0,8.0,0,0,0,2575,0.0,0,19,1
27,7,118,0.983333333,6,4,6,0,314,21,19,1.5,14,9,1311,13255,237.1142857,1625,120,1
28,7,16,0.64,4,3,0,0,17,10,3,10.0,0,1,120,9425,23.34,137,25,1
30,0,0,0.0,0,1,0,0,0,2,0,2.0,0,0,0,100,0.0,0,3,1
31,21,363,0.730382294,9,11,4,5,767,33,65,3.666666667,9,49,6360,58550,327.9090909,7127,497,2
32,80,1213,0.647278549,9,27,7,22,4132,246,196,5.125,48,302,23006,264685,185.6634146,27138,1874,2
33,152,4753,1.024574262,11,44,6,7,21934,320,661,2.302158273,139,948,95160,632675,330.991875,117094,4639,3
34,20,1848,0.709132771,8,74,3,110,1126,840,247,49.41176471,17,255,4332,1166785,11.53642857,5458,2606,3
35,1,6,0.428571429,1,1,0,0,29,1,1,1.0,0,1,96,625,226.2,125,14,1
36,642,10577,0.851267606,14,144,13,14,36028,1182,1585,3.716981132,318,2187,147179,2557627,172.8086294,183207,12425,3
38,3,9,0.346153846,2,1,0,0,35,4,4,4.0,0,8,225,1575,338.55,260,26,1
39,57,2155,0.906986532,10,31,7,2,8138,131,489,2.147540984,61,915,53259,325420,226.9053435,61397,2376,2
40,0,121,1.21,0,18,1,32,0,47,20,47.0,0,0,0,136800,0.0,0,100,2
41,23,414,0.544736842,8,12,5,0,904,41,37,2.5625,16,53,5295,73333,256.4487805,6199,760,2
42,536,1081,0.61038961,9,42,4,3,2412,585,136,22.5,26,227,13905,586700,24.69846154,16317,1771,3
43,127,3423,1.06701995,11,63,7,110,8627,491,519,4.91,100,676,31069,1048199,98.70549898,39696,3208,3
44,244,7783,0.903529139,22,105,8,111,23349,837,1490,4.702247191,178,1655,90714,1616838,123.6236559,114063,8614,3
45,74,880,0.888888889,8,35,5,110,1549,232,121,13.64705882,17,168,14118,414294,42.00775862,15667,990,2
48,51,2886,1.02087018,15,38,6,100,5588,109,384,2.056603774,53,588,25751,481328,223.4752294,31339,2827,3
49,17,596,0.819807428,13,15,6,0,1996,39,96,2.052631579,19,152,8578,96234,259.6153846,10574,727,2
50,40,195,0.571847507,6,12,4,44,796,51,34,5.1,10,44,3672,69095,111.2941176,4468,341,2
51,24,220,0.745762712,5,14,4,9,710,53,50,6.625,8,33,2968,90214,75.0,3678,295,2
52,136,4987,1.097249725,16,44,6,46,18548,301,1027,2.197080292,137,1189,69686,638080,323.5495017,88234,4545,3
53,108,2837,0.932303648,10,80,8,111,8535,659,485,9.835820896,67,598,31407,1248840,50.47010622,39942,3043,3
54,150,3874,0.936201063,12,42,7,27,15214,294,761,2.244274809,131,870,59960,563625,236.3183673,75174,4138,3
55,0,30,0.352941176,0,6,0,0,0,40,7,40.0,0,0,0,25500,0.0,0,85,1
56,1,28,0.875,6,1,2,0,105,3,9,1.5,2,2,602,3050,319.8,707,32,1
57,101,2750,0.745257453,10,38,8,110,10051,258,528,2.031496063,127,809,43844,481785,267.8790698,53895,3690,3
58,0,24,0.269662921,0,5,0,110,0,44,6,44.0,0,7,0,19625,0.0,0,89,1
59,504,12870,1.263995286,20,141,28,26,21774,1245,2569,1.954474097,637,1506,62751,2470760,295.4674699,84525,10182,3
63,0,2,0.2,0,1,0,0,0,5,0,5.0,0,0,0,955,0.0,0,10,1
65,225,7244,0.899205561,12,128,6,111,22968,996,1065,3.744360902,266,1871,93118,2118714,143.0692771,116086,8056,3
66,2,3,0.166666667,2,1,0,0,15,3,0,3.0,0,0,161,700,68.6,176,18,1
67,1,25,0.373134328,2,4,1,110,56,24,3,24.0,1,6,344,16025,29.375,400,67,1
68,35,656,0.669387755,6,42,5,110,1358,286,143,17.875,16,91,5593,566898,30.98601399,6951,980,3
69,251,5540,0.949443016,14,54,10,110,18655,581,1002,3.041884817,191,1363,85552,952848,187.7917384,104207,5835,3
70,0,74,0.305785124,0,12,0,110,0,104,18,104.0,0,84,0,72000,0.0,0,242,2
71,115,2047,1.1315644,25,111,3,111,228,901,561,128.7142857,7,93,883,1727785,4.321198668,1111,1809,3
72,0,54,0.84375,0,8,0,110,0,32,13,32.0,0,30,0,40925,0.0,0,64,2
73,230,3200,0.940346753,12,40,18,61,12185,499,565,2.053497942,243,662,40768,524931,168.0637275,52953,3403,3
74,283,5604,1.048652695,13,70,10,111,8397,751,687,3.54245283,212,379,38636,1124008,190.2687084,47033,5344,3
75,2,37,0.672727273,4,3,1,0,103,13,9,6.5,2,3,591,9805,101.4461538,694,55,1
76,34,1134,1.016129032,9,22,6,3,4485,72,197,2.482758621,29,313,18171,179015,258.8666667,22656,1116,2
78,70,1766,0.927034121,15,26,5,13,6090,123,360,3.324324324,37,290,23058,243695,272.9512195,29148,1905,2
79,93,2732,0.968794326,13,33,5,3,8282,198,389,3.666666667,54,770,27154,379143,200.6969697,35436,2820,2
81,12,362,1.067846608,7,12,2,11,1626,31,46,3.875,8,90,6839,66090,195.1935484,8465,339,2
82,0,6,0.428571429,0,1,0,110,0,3,1,3.0,0,3,0,2725,0.0,0,14,1
83,0,0,0.0,0,1,0,110,0,5,0,5.0,0,0,0,900,0.0,0,11,1
84,30,113,0.134844869,5,8,4,0,400,100,18,3.333333333,30,69,11685,40990,271.776,12085,838,2
85,2,279,1.060836502,10,12,11,110,938,34,67,2.266666667,15,77,3158,72420,152.4176471,4096,263,2
86,74,1172,0.932378679,12,32,7,31,3775,211,177,6.028571429,35,221,19125,348521,96.24170616,22900,1257,2
87,29,211,0.909482759,8,13,2,3,525,33,57,8.25,4,42,4078,77086,72.92727273,4603,232,2
88,157,2917,0.884743706,12,32,6,37,6900,314,358,2.195804196,143,519,19882,347760,189.6171975,26782,3297,2
89,0,150,0.986842105,0,21,2,110,0,67,34,67.0,0,54,0,171290,0.0,0,152,2
90,25,398,0.63476874,7,16,10,110,1024,119,53,6.263157895,19,81,3677,112483,83.37983193,4701,627,2
92,104,1546,0.850385039,15,25,6,110,5003,178,365,2.918032787,61,220,16385,228695,221.0966292,21388,1818,2
93,99,3131,1.440865163,22,37,7,14,12248,253,430,2.720430108,93,530,46366,464210,176.9786561,58614,2173,3
95,1,3,0.2,1,1,0,0,8,2,1,2.0,0,2,106,975,154.2,114,15,1
96,212,4581,0.84551495,14,51,14,62,16826,498,722,2.677419355,186,1117,66674,819607,208.4313253,83500,5418,3
97,382,9950,0.914185961,15,149,7,110,27603,1122,1861,5.473170732,205,2192,139366,2742180,118.657754,166969,10884,3
98,7,26,0.722222222,0,5,0,110,0,18,7,18.0,0,3,0,19635,0.0,0,36,1
100,1,114,0.489270386,1,10,0,110,13,57,19,57.0,0,60,66,53922,4.347368421,79,233,2
101,19,338,0.887139108,7,10,2,0,1459,28,41,3.111111111,9,60,5546,52525,335.4642857,7005,381,2
103,0,4,0.4,0,2,0,110,0,5,2,5.0,0,3,0,3650,0.0,0,10,1
104,578,5218,1.046950241,15,79,13,110,17957,899,1237,3.793248945,237,750,77925,1228362,166.5911012,95882,4984,3
105,0,2,0.181818182,0,1,1,0,0,5,1,5.0,1,0,6,1925,14.04,6,11,1
106,159,245,0.559360731,9,16,2,4,308,175,38,17.5,10,23,1558,105145,76.88914286,1866,438,2
107,10,918,1.184516129,13,29,5,110,688,176,162,6.769230769,26,107,3224,290265,65.26704545,3912,775,2
108,0,7,1.166666667,0,2,0,0,0,3,1,3.0,0,0,0,5278,0.0,0,6,1
109,223,5228,0.862706271,11,50,11,110,21030,491,886,2.349282297,209,1025,91560,805992,261.1026477,112590,6060,3
110,35,210,0.864197531,14,16,3,2,427,59,50,4.214285714,14,39,4124,106999,154.220339,4551,243,2
111,144,4986,0.871525957,13,53,8,110,7106,465,656,3.75,124,701,47393,912251,179.5974194,54499,5721,3
112,251,5010,0.753496766,12,55,9,18,13895,458,860,3.013157895,152,1167,65429,958745,235.6598253,79324,6649,3
113,0,219,0.85546875,0,26,4,111,0,112,45,112.0,0,161,0,250563,0.0,0,256,2
114,242,3309,0.599130907,8,41,7,1,12718,458,556,2.278606965,201,794,68553,543183,271.8917031,81271,5523,3
116,7,2,0.153846154,0,1,0,0,0,7,0,7.0,0,0,0,1150,0.0,0,13,1
117,85,1101,0.511379471,8,23,5,13,3641,167,167,2.256756757,74,280,30710,205628,413.3461078,34351,2153,2
119,7,16,1.0,0,2,0,0,0,8,6,8.0,0,0,0,6625,0.0,0,16,1
120,461,15605,0.993253135,14,130,17,43,37743,941,2500,2.31773399,406,1976,161683,2161843,240.378746,199426,15711,3
121,10,111,0.563451777,4,7,1,110,325,37,16,18.5,2,21,1581,29512,53.72432432,1906,197,1
122,12,277,0.849693252,9,10,4,15,1268,24,60,2.181818182,11,87,7689,50070,235.575,8957,326,2
123,22,156,0.663829787,5,5,8,0,574,35,32,3.181818182,11,20,2611,20975,271.1828571,3185,235,1
124,0,4,0.222222222,0,2,0,110,0,9,0,9.0,0,4,0,3875,0.0,0,18,1
125,8,8,0.25,0,2,0,0,0,11,1,11.0,0,0,0,5466,0.0,0,32,1
126,180,1390,1.007246377,11,32,10,24,4887,284,245,3.55,80,200,22808,346200,163.3119718,27695,1380,2
127,0,46,0.754098361,0,8,1,111,0,28,12,28.0,0,35,0,40475,0.0,0,61,2
128,600,20882,1.12784229,18,151,10,18,68830,1251,4617,2.429126214,515,4074,288602,2808958,327.7601918,357432,18515,3
129,0,8,0.888888889,0,2,0,110,0,4,2,4.0,0,1,0,6975,0.0,0,9,1
130,151,2307,0.71690491,12,39,7,111,4658,378,357,4.725,80,462,36388,492833,131.4412698,41046,3218,3
131,0,0,0.0,0,1,1,110,0,1,0,1.0,0,0,0,100,0.0,0,1,1
132,283,9272,0.905557183,10,98,6,111,33173,644,2106,3.037735849,212,2167,119983,1496093,199.984472,153156,10239,3
133,3,57,2.28,4,9,1,0,68,10,11,10.0,1,3,216,43250,33.48,284,25,2
136,66,8595,1.33524934,14,175,11,111,8542,1103,1459,8.231343284,134,977,40308,3847456,53.65349048,48850,6437,3
138,264,10469,1.186288952,15,115,16,110,21840,726,1505,2.75,264,1120,93548,1818399,219.407438,115388,8825,3
139,188,2469,0.901094891,12,122,41,111,19947,1230,995,24.11764706,51,1311,51705,1972576,69.45268293,71652,2740,3
140,0,3,0.176470588,0,1,0,110,0,8,0,8.0,0,0,0,1850,0.0,0,17,1
142,136,3161,1.139920664,10,40,8,6,10014,310,602,2.767857143,112,589,32049,536323,169.263871,42063,2773,3
143,24,704,0.936170213,7,35,3,110,1023,227,145,20.63636364,11,156,4069,409901,30.43876652,5092,752,2
144,0,1,0.083333333,1,1,0,0,1,1,0,1.0,0,0,2,550,194.4,3,12,1
145,0,11,0.6875,0,2,0,110,0,8,2,8.0,0,7,0,6125,0.0,0,16,1
146,0,1,0.125,0,1,0,0,0,4,1,4.0,0,0,0,1250,0.0,0,8,1
147,5,223,0.917695473,11,7,1,0,634,11,46,3.666666667,3,56,2913,32430,168.7636364,3547,243,1
148,1,1,0.5,0,1,0,0,0,1,0,1.0,0,0,0,1050,0.0,0,2,1
149,207,1484,1.175911252,8,55,4,110,2828,367,261,11.12121212,33,208,12448,957331,37.11498638,15276,1262,3
150,0,0,0.0,0,1,0,0,0,1,0,1.0,0,0,0,0,0.0,0,3,1
151,166,6804,0.992270672,13,58,12,13,28605,376,1144,2.088888889,180,1551,142067,994512,318.0255319,170672,6857,3
152,79,159,0.729357798,0,22,1,11,0,101,39,101.0,1,0,0,180065,0.0,0,218,2
153,38,903,0.59486166,8,18,6,0,2552,73,131,2.607142857,28,301,12157,133840,238.8575342,14709,1518,2
155,165,2833,0.804144195,9,48,10,110,6910,526,437,6.49382716,81,491,22206,754824,88.85589354,29116,3523,3
156,498,13231,1.134053313,20,112,12,45,51676,943,2421,2.387341772,395,2523,247292,1751190,268.8178155,298968,11667,3
157,1,11,0.268292683,3,1,1,0,28,3,1,3.0,1,3,291,1975,413.8,319,41,1
158,20,597,0.743462017,9,16,3,1,1616,57,118,3.0,19,115,7236,109015,220.4526316,8852,803,2
159,20,958,1.058563536,10,19,8,11,4219,55,131,1.666666667,33,169,12338,146275,266.52,16557,905,2
160,10,322,1.062706271,9,10,3,0,1323,20,55,2.857142857,7,56,5549,53845,298.89,6872,303,2
161,0,0,0.0,0,1,0,0,0,4,0,4.0,0,0,0,300,0.0,0,8,1
163,0,48,0.461538462,0,7,0,110,0,53,12,53.0,0,22,0,32735,0.0,0,104,1
164,60,856,0.892596455,8,18,6,0,2224,89,144,3.708333333,24,224,10723,128090,216.4179775,12947,959,2
165,3,1,0.166666667,0,1,0,0,0,4,1,4.0,0,0,0,850,0.0,0,6,1
166,0,0,0.0,0,1,1,0,1,1,0,1.0,1,0,303,0,316.2,304,7,1
167,125,1281,1.202816901,10,33,7,110,1800,221,284,8.84,25,138,7476,376610,78.02714932,9276,1065,2
168,0,142,0.645454545,0,17,1,110,0,88,32,88.0,0,14,0,124220,0.0,0,220,2
169,14,80,0.481927711,3,10,1,110,22,65,7,65.0,0,9,205,54580,9.636923077,227,166,2
170,20,215,0.930735931,4,15,3,111,152,54,32,9.0,6,45,2669,97891,72.81111111,2821,231,2
171,298,8194,1.194634786,14,127,11,110,28770,1001,1728,4.085714286,245,1535,113984,2094395,131.1764236,142754,6859,3
172,0,2,0.142857143,0,1,0,0,0,6,0,6.0,0,0,0,2275,0.0,0,14,1
173,248,3106,1.026098447,11,74,8,111,8555,752,554,7.37254902,102,458,39735,1173596,67.45132979,48290,3027,3
174,236,7890,1.086178414,179,89,16,111,26315,588,1521,2.94,200,1505,82542,1359204,150.8989796,108857,7264,3
175,0,0,0.0,0,1,0,0,0,2,0,2.0,0,0,0,650,0.0,0,5,1
176,0,21,0.954545455,0,4,0,0,0,12,2,12.0,0,0,0,13975,0.0,0,22,1
177,0,7,0.179487179,0,2,1,110,0,15,2,15.0,0,16,0,5725,0.0,0,39,1
178,8,898,0.960427807,4,38,2,110,234,219,194,54.75,4,114,1468,467695,20.08767123,1702,935,3
179,4,48,0.510638298,3,2,3,0,177,8,8,2.0,4,22,719,6395,299.625,896,94,1
180,0,1,0.25,0,1,0,110,0,2,0,2.0,0,0,0,350,0.0,0,4,1
181,4,101,0.848739496,9,5,2,0,398,21,16,3.5,6,22,2562,17930,204.8857143,2960,119,1
182,1,75,0.72815534,4,4,2,0,304,6,13,2.0,3,28,1873,14565,245.5,2177,103,1
183,145,5894,1.407018381,14,57,14,111,23155,438,1165,1.929515419,227,990,68422,979910,259.9616438,91577,4189,3
184,569,8190,0.815980871,22,77,8,111,18098,1153,1936,2.596846847,444,1222,95358,1208283,169.3045967,113456,10037,3
185,5,72,0.590163934,3,3,4,0,324,10,15,2.5,4,14,1490,9500,284.82,1814,122,1
186,0,0,0.0,0,1,0,110,0,1,0,1.0,0,0,0,300,0.0,0,2,1
187,0,68,0.438709677,0,12,0,110,0,77,7,77.0,0,37,0,74700,0.0,0,155,2
188,2,0,0.0,0,1,0,0,0,2,0,2.0,0,0,0,1475,0.0,0,5,1
189,4,6,0.666666667,0,2,0,0,0,4,0,4.0,0,0,0,6000,0.0,0,9,1
190,68,659,0.996974281,10,13,11,0,2110,136,132,2.158730159,63,112,3834,75485,96.64852941,5944,661,2
191,0,2,0.666666667,0,1,0,0,0,2,0,2.0,0,0,0,3000,0.0,0,3,1
192,167,3531,1.299116998,13,144,6,111,4388,814,707,30.14814815,27,358,15925,2551675,26.86732187,20313,2718,3
193,71,1865,0.971860344,14,26,6,9,7688,143,352,2.102941176,68,360,41094,245589,304.2755245,48782,1919,2
196,1,0,0.0,0,1,0,0,0,1,0,1.0,0,0,0,400,0.0,0,2,1
198,211,7019,1.318369647,17,137,9,110,10934,973,1418,5.896969697,165,851,51259,2331004,86.7274409,62193,5324,3
200,366,7393,0.933695378,13,86,14,110,12335,694,1198,3.487437186,199,1357,93984,1320682,183.8282421,106319,7918,3
201,15,24,0.615384615,1,4,0,6,19,15,7,15.0,0,4,187,12925,23.16,206,39,1
202,5,585,0.925632911,2,30,2,10,38,124,72,124.0,0,3,298,321698,2.588709677,336,632,2
203,510,16556,0.908821431,15,146,14,110,54532,1239,2956,2.054726368,603,3336,258710,2637626,259.8489104,313242,18217,3
205,284,5682,0.751885669,11,53,18,4,28963,711,1558,4.10982659,173,1683,106422,891850,250.3831224,135385,7557,3
206,7,47,0.271676301,4,3,1,0,210,12,8,2.4,5,35,2069,9510,322.5,2279,173,1
207,0,0,0.0,0,1,0,110,0,2,0,2.0,0,0,0,350,0.0,0,7,1
209,1,5,0.714285714,0,1,0,0,0,3,1,3.0,0,0,0,2592,0.0,0,7,1
210,22,4604,1.019937971,8,169,4,111,1274,1473,984,147.3,10,675,6570,3560797,5.100610998,7844,4514,3
211,39,433,1.018823529,8,13,4,110,1325,68,76,4.533333333,15,55,6036,81476,120.7852941,7361,425,2
212,507,10074,0.870624838,11,87,9,110,17239,886,1872,3.529880478,251,1174,62795,1342331,225.4740406,80034,11571,3
213,0,0,0.0,0,1,0,0,0,1,0,1.0,0,0,0,200,0.0,0,2,1
218,0,2,0.666666667,0,2,0,110,0,2,0,2.0,0,0,0,4102,0.0,0,3,1
219,5,9,0.191489362,1,2,0,0,2,9,0,9.0,0,3,10,5375,13.0,12,47,1
220,0,3,0.6,0,1,0,0,0,3,1,3.0,0,0,0,1250,0.0,0,5,1
221,24,364,1.058139535,11,10,4,0,484,47,49,3.916666667,12,24,2353,51755,312.2808511,2837,344,2
222,0,39,0.453488372,0,6,0,0,0,28,9,28.0,0,0,0,24865,0.0,0,86,1
223,337,3586,0.732135566,10,50,10,111,10674,801,544,3.640909091,220,555,47004,804201,148.3078652,57678,4898,3
224,174,3656,0.915831663,15,40,9,110,14473,436,779,2.491428571,175,703,85861,522714,230.0545872,100334,3992,3
225,1,41,0.931818182,5,6,0,0,98,16,10,16.0,0,3,301,23704,20.2125,399,44,1
226,0,119,0.657458564,0,12,1,110,0,68,20,68.0,0,55,0,69060,0.0,0,181,2
227,0,26,0.292134831,0,3,1,110,0,22,4,22.0,0,15,0,10812,0.0,0,89,1
228,4,501,0.825370675,5,42,4,63,390,222,74,44.4,5,27,2015,572800,9.308108108,2405,607,3
229,74,533,0.63452381,6,23,7,21,2315,95,111,4.75,20,174,15924,196810,109.0736842,18239,840,2
230,545,10744,0.931264627,17,104,50,110,39418,1117,1844,2.538636364,440,2111,167626,1596192,252.0053715,207044,11537,3
231,7,165,0.793269231,5,7,1,13,598,11,32,3.666666667,3,58,2523,29390,301.3090909,3121,208,1
232,421,1445,0.766578249,9,51,6,110,1406,637,363,22.75,28,120,7274,851230,31.94034537,8680,1885,3
233,0,2,1.0,0,1,0,0,0,1,1,1.0,0,0,0,900,0.0,0,2,1
234,83,2266,0.877274487,16,51,6,111,7233,452,383,10.51162791,43,653,28039,822030,77.52212389,35272,2583,3
235,6,102,0.495145631,4,8,4,110,196,34,19,4.25,8,21,1841,35423,143.2588235,2037,206,2
236,0,97,0.923809524,0,13,4,111,0,57,17,57.0,0,84,0,79065,0.0,0,105,2
238,0,0,0.0,0,1,0,0,0,1,0,1.0,0,0,0,0,0.0,0,2,1
239,711,13564,1.023929946,13,121,12,110,49050,1208,2062,2.889952153,418,3240,222905,1933309,234.997351,271955,13247,3
240,1,0,0.0,0,1,0,0,0,1,0,1.0,0,0,0,100,0.0,0,2,1
241,3,260,1.097046414,7,13,2,6,503,47,67,11.75,4,22,3164,77606,47.50212766,3667,237,2
242,5,4,0.444444444,0,1,0,0,0,5,0,5.0,0,0,0,1400,0.0,0,9,1
244,128,4030,1.089483644,16,40,14,110,14841,324,564,2.25,144,794,51860,529240,228.5444444,66701,3699,3
246,0,10,0.151515152,0,2,0,0,0,26,1,26.0,0,0,0,6175,0.0,0,66,1
247,72,3324,1.024345146,13,42,8,110,10945,198,497,1.903846154,104,747,49725,566185,318.4848485,60670,3245,3
248,284,9758,0.836806449,12,101,9,111,27691,689,1883,2.434628975,283,2403,119360,1549395,254.3660377,147051,11661,3
249,0,0,0.0,0,1,0,0,0,1,0,1.0,0,0,0,0,0.0,0,2,1
250,39,1600,0.956937799,8,44,5,38,4284,274,303,6.523809524,42,291,20492,630908,90.20583942,24776,1672,3
251,0,35,0.795454545,0,6,1,111,0,25,4,25.0,0,17,0,26500,0.0,0,44,1
252,1,3,1.5,0,1,0,0,0,1,0,1.0,0,0,0,1400,0.0,0,2,1
253,5,30,0.277777778,2,2,1,110,127,7,1,7.0,1,10,1955,6110,290.0571429,2082,108,1
255,32,289,0.315502183,4,9,3,0,665,46,58,3.538461538,13,47,4468,42120,289.5782609,5133,916,2
256,94,4335,1.346691519,19,41,14,40,18914,275,770,1.883561644,146,867,72972,537835,267.5672727,91886,3219,3
257,2,10,0.588235294,3,1,1,0,16,4,2,4.0,1,1,25,1075,55.2,41,17,1
258,2,16,0.457142857,3,1,1,0,69,3,2,3.0,1,8,497,2125,230.8,566,35,1
259,94,2518,0.874002083,12,32,7,7,11038,206,475,2.168421053,95,684,59267,346760,362.015534,70305,2881,2
260,0,5,0.161290323,0,2,0,110,0,13,1,13.0,0,1,0,3950,0.0,0,31,1
262,9,50,0.877192982,2,9,0,1,2,29,22,29.0,0,0,0,43850,7.406896552,2,57,2
263,16,39,0.371428571,2,5,1,0,52,25,9,25.0,1,6,308,19120,46.512,360,105,1
266,1,148,0.407713499,2,20,3,15,165,124,16,41.33333333,3,11,710,153043,10.2483871,875,363,2
268,20,201,0.547683924,7,10,4,110,605,58,48,5.272727273,11,54,3956,50980,137.1103448,4561,367,2
271,0,4,0.181818182,0,1,0,110,0,7,1,7.0,0,4,0,2490,0.0,0,22,1
272,9,242,0.89298893,0,20,3,110,0,121,53,121.0,0,42,0,156153,0.0,0,271,2
273,49,1534,1.031607263,8,27,7,5,6800,106,207,2.12,50,396,30365,255260,206.5415094,37165,1487,2
274,0,11,0.458333333,0,3,0,110,0,13,3,13.0,0,0,0,10395,0.0,0,24,1
275,117,4166,0.8986195,11,44,10,110,15746,305,992,2.060810811,148,892,62915,627006,264.0216393,78661,4636,3
276,4,42,0.807692308,5,2,2,0,152,9,9,1.8,5,9,852,4775,106.2,1004,52,1
277,20,259,0.744252874,6,12,2,110,775,49,47,9.8,5,43,4138,74995,104.5102041,4913,348,2
278,0,5,0.5,0,1,0,0,0,5,0,5.0,0,0,0,2650,0.0,0,10,1
279,470,9038,0.992859497,25,99,9,41,21646,961,1345,2.321256039,414,2179,101822,1523971,146.3868887,123468,9103,3
280,91,1004,0.938317757,15,26,18,9,3317,208,179,3.2,65,244,34340,237845,218.9192308,37657,1070,2
281,2,12,0.206896552,3,2,3,0,16,13,1,4.333333333,3,1,505,3525,114.5076923,521,58,1
282,323,8927,1.016163916,14,85,12,110,24513,708,1364,2.565217391,276,1363,135677,1307991,257.2262712,160190,8785,3
284,24,270,0.556701031,6,10,3,0,748,58,35,3.222222222,18,53,6194,50060,318.6517241,6942,485,2
285,287,6598,0.938549075,11,61,8,39,26891,495,1317,2.981927711,166,1603,122536,1024615,224.7175758,149427,7030,3
286,0,8,0.363636364,0,2,0,110,0,11,0,11.0,0,1,0,7100,0.0,0,22,1
287,0,11,0.647058824,0,4,0,12,0,10,4,10.0,0,0,0,13650,0.0,0,17,1
288,3,225,1.595744681,17,8,6,0,803,20,31,1.538461538,13,28,3576,36635,237.84,4379,141,2
290,266,9943,1.009646629,13,148,10,111,29058,1058,2136,3.875457875,273,2096,117184,2692082,128.7748582,146242,9848,3
291,0,5,0.135135135,0,1,0,110,0,19,2,19.0,0,8,0,3450,0.0,0,37,1
293,0,38,0.633333333,0,5,1,0,0,20,6,20.0,0,0,0,21337,0.0,0,60,1
294,13,162,0.692307692,6,5,2,0,706,26,22,2.166666667,12,33,5766,20655,348.6923077,6472,234,1
296,164,4442,0.956297094,14,50,24,31,14406,521,1001,3.064705882,170,869,65752,809513,139.9301344,80158,4645,3
297,18,34,0.253731343,3,2,2,0,135,22,8,5.5,4,16,1430,6075,157.0636364,1565,134,1
298,171,3086,0.990690209,14,43,10,26,12790,374,400,2.561643836,146,862,57243,588219,253.3925134,70033,3115,3
299,108,3219,1.054718218,15,32,24,3,12156,233,589,2.137614679,109,447,46449,357180,277.2128755,58605,3052,2
300,131,3045,0.903829029,13,37,8,110,9307,290,519,2.612612613,111,483,32201,462590,229.98,41508,3369,3
301,464,11355,0.966876703,13,157,7,111,26867,1266,1472,5.754545455,220,2329,141132,3083283,92.63649289,167999,11744,3
302,50,989,0.638476436,7,23,5,110,3323,149,163,3.465116279,43,240,18701,202417,192.4751678,22024,1549,2
303,0,113,0.465020576,0,12,0,111,0,92,24,92.0,0,75,0,74830,0.0,0,243,2
304,59,731,0.483465608,7,18,6,6,2914,124,174,2.431372549,51,182,17967,137726,324.033871,20881,1512,2
305,679,25258,1.163212674,18,180,13,111,76251,1510,2984,2.389240506,632,5295,252838,4070000,222.435894,329089,21714,3
306,43,826,0.924972004,8,18,4,13,3629,68,156,2.72,25,217,17355,127925,281.1264706,20984,893,2
307,2,5,0.454545455,0,1,0,0,0,6,0,6.0,0,0,0,3475,0.0,0,11,1
308,2,14,0.318181818,4,1,1,0,38,3,4,3.0,1,4,277,2680,340.6,315,44,1
